sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101
SH0001,109265,-0.0475181952428625,0.18538965560254453,0.047213462329006306,0.1549381953382227,-0.03685515255518778,0.017711335739532274,-0.05747646074343725,0.036968377503007216,-0.2679894562780252,0.12685736061949607,0.11176423866065288,0.09870039284144866,0.05539635081694477,0.055402300684581116,0.10767733279807251,0.03494794001777335,-0.07906922869482817,0.07410712112652025,-0.03801257390414997,0.026881638261256044,0.04143470762183027,-0.021251636894653335,0.03519838641335305,0.03919411418935365,-0.029865422241329265,0.09812136436107628,-0.06952266853631688,0.04392696064960669,0.010282826795116391,0.03586598110072298,-0.045472518530276666,-0.021660371127741086,0.010828107694815044,0.0014557604931169992,0.03297421675578993,0.015207836824889265,-0.017251495388253723,-0.032796152247139415,0.07278749034417187,0.02054624123334572,0.0037473356007938453,-0.016319747859515617,0.006058327558904562,0.0017747769045663945,-0.008938605585749087,-0.03524339327740163,0.007735774250579635,-0.02562146034361223,-0.0021793065498821084,-0.04252965615566376,-0.00941884467179831,0.009106213960730256,0.012896178411349851,0.018494729285270052,0.0005471449398305467,-0.004837057060276624,0.014079954769949048,0.015756376194611343,0.017028714836562507,0.020910638057240017,0.008362378374353456,0.007544113053154889,-0.012816617400453893,0.0008679347679860375,-0.014635927391285233,-0.005520629440583503,0.010273386780998268,0.03088667719335486,-0.01831320121680434,0.016049524325052626,0.006105666417316676,-0.006993951978586085,0.0002981195729921421,-0.003954363727397755,-0.012393316366696055,0.005879507890104155,0.0069308953117713235,0.0008229228910275682,0.00228837609622043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0002,109266,-0.02847763022857591,-0.09479842195832529,-0.5575377864820648,-0.053532904898610886,0.05446833987486384,0.0008619100369191596,0.013481224436838206,0.006888414861287169,0.033385311163359306,0.002657792742128259,-0.018331174902207523,0.009791583606482374,-0.0046579367729209595,-0.007484121808797642,0.008705114489753705,-0.011681906633251896,-0.012049695882132403,0.005992939800253081,-0.0050308078573817515,0.024131597152357503,-0.015894631676831132,-0.02259203534724369,0.014216670054008203,-0.0033462867512286656,0.016013823827770765,0.043790516047268635,-0.032830016630243646,0.005786249700000823,0.00798451042387833,-0.0156003258822086,0.039861911462097256,0.011353084009227372,-0.004224739566905323,0.013227459473430988,0.017760193030438163,0.015845188130284096,-0.007363869210150332,-0.001095917474935503,0.006903599568141339,-0.023512756940901356,0.021129702905665505,0.014742426130498526,0.01872506146296955,-0.011282173174620552,-0.020278177529888357,-0.039573751458217434,-0.010053782871349407,-0.012982396571786979,0.02780954803797352,-0.024799397330793616,0.013860467373233116,0.0394846322544321,0.046179825181784505,-0.05181205291585129,0.006945960993485606,0.03350080479416531,-0.018756016249827263,0.001289851704245045,0.009337514220951538,0.024953568486686305,0.03913778716730446,-0.02765025673069862,-0.03640068988530408,0.020366891646063406,-0.014679335835063999,0.005809806993792339,-0.0019819348951502754,-0.026300955691595265,-0.01606970634911339,-0.010752113420316138,0.021749331313376138,-0.0062835984997244325,-0.013468842279704012,0.0059594557958459575,0.0016643287682748874,0.005218889539728271,-0.0007638207723009095,-0.0023921585053805947,-0.0009157036483060944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0004,109268,0.19546039883186614,0.13283114822706102,0.04252547949028749,0.28771498643883137,-0.1629939188046917,-0.16181089044345184,-0.030341438162782633,0.01321196273189494,0.07237996745211075,0.023806169715449636,0.023903228420513775,0.07489383457826537,-0.0027906982954067723,0.04163062509620194,0.10406180724545333,0.016841395204453973,-0.06182139466059627,0.015375334257411388,0.030801330178900823,-0.04580123475145779,-0.04080099499575237,-0.04949300053788092,0.0534661588271511,-0.039441211159096365,0.019730647993003038,-0.09399106213369053,0.054574360389837706,0.06076402284817681,-0.0024221726855383073,-0.053983425878994934,0.02025169478978344,-0.00932445517901057,-0.026440755404441768,0.02524279255433299,-0.0960040404277204,0.01681094373826352,0.041420362478483165,-0.06848133983051401,-0.045979697068170955,0.0032751703459695113,-0.018947839490214394,0.009209774037116378,-0.018842757123171596,0.010883953250602728,0.011245973286896613,0.020067825900695294,0.003275572938623694,-0.014927513857511206,-0.008540120947674378,-0.02557864777399714,-0.009426743577285176,-0.033067986652598184,0.013877094538785386,-0.007690959397421689,0.04922024974849236,0.009226614648498287,-0.028480025068606054,-0.03115846720889138,-0.029108738797194982,0.007832064018119311,-0.005636740247878248,-0.026689368375551036,-0.009018005723249862,-0.02241980662693142,0.003302394236811113,0.003046538026705628,0.012966792957496953,0.02702149698485257,0.00019814965801362121,-0.007162831558764764,0.01409683007680403,0.0023853005680422494,0.005172052598766145,0.00119159243824694,-0.0025709102845918766,-0.004518173342271887,0.009524278470930448,-0.0009550328763953588,0.000438123464076843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0006,109270,0.01258483203715566,-0.05971424880892591,-0.5094016251556183,-0.002447706962711525,0.05165444670348943,-0.020134195402024723,0.0376985273019337,-0.0004905311761166347,0.028247260058355837,-0.02719185602444772,-0.017174552614605702,-0.03147795490527143,-0.04170089588580921,0.01957897370236266,0.040161429665902394,-0.025140156910158133,-0.023200957698552592,-0.005636737749352076,0.01627791043913845,-0.008040514559771957,-0.03781181913781335,-0.021800926832403894,-0.01869967887490605,-0.03636412890017211,0.005510717589870525,-0.035875115113849124,0.0015862406345676368,0.04571929260338274,0.037625489910892915,0.005784001062246214,0.07841168200377563,0.041514806675872304,-0.02381576045144965,0.03460541465906183,-0.018068141145131313,-0.06457433426587798,0.0005766432312775895,-0.0017831317982255892,0.1169705578650657,0.02453677415989482,-0.013011662596269196,-0.055896759683260584,0.00023745416764060748,0.010038976942798246,0.03519777833651214,0.010347081769549835,-0.026350821996893592,0.04429402718990062,-0.06485670040958419,0.01181724122258932,0.0033329722408950184,-0.026246876005038427,0.023072318911071255,0.012061972417637313,0.034627610571956555,0.012470572297570696,0.009140320031082167,0.004865242412758593,-0.008193504631165662,-0.014999419123881686,0.0027443268709130635,0.0071382367028506475,0.013672297011232548,0.021717149942729826,0.0018682674018206595,-0.0025832011641186295,-0.0012307444978976445,-0.016859478434049807,-0.013763133525360148,-0.01735496964525901,0.010010430896423679,-0.007182046364152741,-0.01620565023709524,0.006288517516782594,-0.0010730153085539253,0.0002689238173477121,0.007501108668159034,-0.004901164409057053,0.004305985026661922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0007,109271,0.008018815870075623,-0.09785516717943891,-0.5356311109244265,-0.05815574618246102,0.03801989482086136,-0.013830414410605799,0.03447373107378848,0.005718895955576525,0.06036735531853454,-0.03232072252724488,-0.03159214570129408,0.025568156053050545,-0.015628842447058484,0.0002558021660027838,0.05332848867369739,-0.014066336819017106,-0.046095699590045634,0.009393501701004168,0.0008938914477961242,0.01978634240698344,-0.06547510867610025,-0.03589478555972215,0.012398263973267026,-0.027015056708944055,0.00935038164048783,0.00342202446382386,-0.04345683338280492,-0.0020880341338261883,0.02804030067694767,0.006316885546708427,0.08984391357536113,0.0033030444592868123,-0.024474800166494125,0.0460446799470227,-0.023812461377407352,-0.0487749149390901,0.01428281562734553,-0.01001901179694102,0.03159321825763625,0.02008174655488516,-0.01408727205842586,-0.011422010106947883,-0.018258834875651886,0.0025432217758499243,0.015002955914205458,0.034474519536938114,0.0006258203220955882,-0.010424075463620421,0.02047522944707729,0.02704817164113538,0.012027909645530207,0.0307880843142749,-0.042722109680768394,-0.009648804789873747,-0.03602679958210074,-0.0673108990132238,-0.020156001305939693,-0.0015083537401245916,0.01454648340525737,0.02676948491773201,0.027995895177130022,-0.006128009839827267,-0.013629643370935007,-0.017000962949844232,-0.006307759913228245,0.0023751231845551162,-0.00021538836017517016,0.013337172374601467,0.014025494735304386,0.017837778478341917,-0.014793993093258921,-0.00011846240647665647,0.010781485153455998,-0.0057560858682106815,0.006302459289473799,-0.004101554820611772,-0.004463579736228666,-0.0003055305146263844,-0.0034580988476355765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0008,109272,-0.03429034911195759,-0.09336046892230174,-0.5405760994035882,-0.03687892811010017,0.039444404794002186,-0.004878878771805415,0.004179915919931732,0.011412238011222993,0.0589791703229153,-0.0007896075870283991,-0.027661835356816596,0.015304794963591984,-0.013381065762812179,-0.006240287374260724,0.017897990469491986,-0.010052491398533984,-0.006066159445531123,0.031370077380607646,-0.004542960172551513,0.023583903367861977,-0.004632523337631367,-0.020676533686947184,0.027373601572732605,0.017279796315703894,0.0011811227155018502,0.060925020029029164,-0.03575224897543489,-0.006921586112478016,-0.007783519990940769,-0.008268995043378781,-0.025279698839663807,0.000772583819000573,0.017957731415669614,-0.023387210917159482,0.06477320467423393,0.10977985868772752,-0.0440664102610833,-0.020761726587187248,-0.05850823155875141,0.05043622113882904,-0.005792878120972846,0.018892105205258827,-0.028316541937726317,-0.0038231193071479163,0.019961265603003018,-0.006725343752745217,0.010396348334622609,0.05839873788917984,-0.024692795451351893,-0.00800897438419972,-0.027298164589710905,-0.05402894651419329,0.007768165671416775,0.013579670515843637,-0.004946673420578282,0.02521525252184802,-0.0049475903467648226,-0.0019898125441347968,0.008503527496875276,0.014099600982624685,0.04503042893754996,-0.01393766137263105,0.02513204468024107,-0.005318106651887126,0.027797357828792533,0.015959502362941053,-0.010290889986760714,0.0064647390373515305,-0.008509758489320946,-0.00628141562256574,-0.004790455872363459,0.013477300096497613,0.011428878144529324,-0.005097084534505328,-0.00045535964341443096,0.0011139117523052706,-0.005711627652637477,0.005452115431874849,0.004024297254840559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0009,109273,-0.024923611394701343,-0.13952872389670284,-0.5534735432926658,-0.0783691361325622,0.03843258764815956,0.01294508166083841,0.019087500999385273,0.008614578375044863,0.057484015825801635,0.001752071853838835,-0.018371447132902508,0.06024739632973277,0.010047711726582809,0.02731029341539374,0.02360302055098615,0.000257378311148751,-0.003744417383722503,-0.007382309378070359,-0.0046215994400724434,0.016966973203178692,-0.016338888527772787,0.016920267302931086,-0.01631746044456664,-0.012316664468254229,-0.009094515373949758,-0.001863726390820196,-0.01317825671711818,-0.01968469607287495,0.04136935555521513,0.0051475830546936574,0.01903395168663798,0.021982785095931753,0.008326828206617563,-0.008452947895356852,-0.036794584606763624,-0.029518455958603737,0.0060291720306620104,0.02243316017756741,-0.039456006962919336,-0.07892462751845956,0.053702675199981,0.030429574672540156,0.09047931755969015,-0.03298346689566698,-0.07600187004423518,-0.09364852648920347,0.06216026736840556,-0.001545773979954415,-0.08225297387903517,-0.021138273493477393,-0.017074598613577366,-0.014679274382380193,-0.03978537938429674,0.03980280911149309,0.0032877832645232695,0.0018056526202589254,0.004200302780949522,0.006932596698698434,-0.0002809213830346996,-0.02296979712065926,-0.017100066719816932,-0.00852581133267488,0.007121888710408774,0.000589363085889944,-0.011607511385909005,-0.008894387780679507,0.0017099506090949852,0.015120011312199998,0.0009520342784638136,0.0013751049082331448,-0.003927474812422894,0.006966624525353168,0.004195102390821187,0.001993854763271251,0.004012427078334855,-0.005310110287302466,0.0009590232636702898,0.000443535514927876,-0.001566566743378463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0010,109274,-0.43771512906861854,0.2028276303439709,0.10706178098734664,-0.0219068136355624,0.0746448010677298,-0.06466724725108222,0.06842694858094696,-0.004854086251938367,0.029683664618751875,-0.042996664568643705,-0.00459657185913888,-0.06122134126229604,-0.02998193983519628,-0.057375816047484034,0.034681122117071986,-0.06058865227688307,-0.06452967040787401,-0.017469632568980615,0.028610707411639225,-0.06204853484721295,0.05800315628840854,0.01981812971458266,-0.019272748856223675,0.013868147964299443,0.023427370063538757,-0.0005579926755545671,0.03127053691616439,0.023696983844713793,-0.01564126675980396,-0.0219240209488054,0.03694554978124393,0.018833970812745453,-0.013621378885629839,0.02410351699578954,-0.000330613726130527,0.010542272221255498,-0.004908113508226464,0.020776097648861635,-0.027203462472077347,0.012066233978913474,-0.0062818331887303,0.0023273095285721948,-0.008919600496371421,0.03316249054694432,0.005970294031785221,-0.04022629349050214,0.0012167498294536373,-0.030850713003797173,-0.02108649122249728,0.05820190317110906,0.016788755960006993,0.008016805517417439,0.003902784579791082,0.016670085119010834,-0.0401988946453055,0.0108593438679903,0.0056573778447671225,-0.009502012088200106,-0.028032970123915292,0.0030882156706721216,-0.007027368741876356,0.01268356979497163,0.009136235097358756,-0.016717154329346295,0.009941532280475842,0.02747757635788523,-0.01809749957570471,-0.004979169710017143,-0.025612574169182115,0.006489810979790341,0.020267057083470253,-0.0035068802048841023,0.009406547962581231,0.0012884293025537399,-0.0019204908293969127,0.0004271688545768214,0.003002884594727915,-0.0036823376633813953,-0.0023255534649199504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0011,109275,-0.21314571921390385,-0.03934780258011208,0.03778193806932176,-0.07891718644733658,-0.20638941241813413,0.34126876780059756,-0.38813994148444764,0.010614210616378187,0.0830916695538513,0.0038665251459017893,0.017829662193949644,-0.027948929643212148,0.0034546324838837165,0.02386650500122874,0.0401852341234615,-0.014268249736411654,-0.047503775649629036,-0.016471285534446618,0.24244842599281982,0.16655805003984978,0.07912736878757087,0.06671232765015099,0.015665305404259314,0.030575594138156772,-0.010558520129835344,-0.016530273279261806,-0.0002998984812482616,-0.010742596748683149,-0.008395412961712171,-0.03500397260219555,-0.008326369314804922,-0.00297356725135979,0.0026489941958117835,0.002271081338291047,-0.00434301658388438,-0.011607215169112266,-0.0023753857776018924,0.008525703180989018,0.018679966093093265,0.008106490426736761,-0.007800314396857185,-0.007504902498313261,-0.00034481060785388086,0.0002541127677713465,0.0044362409306804886,-0.0023574350731255713,0.019469405874839207,-0.006097237179419158,0.0035005448551822947,-0.019750724599907843,0.002556434004518952,-0.001116059276035989,-0.004395361821452714,0.014442422449474732,-0.0008476464502329045,-0.020027925256386827,0.0039810192199375765,-0.01376476939882562,-0.013834686606578031,0.021385543332442646,-0.001976764527352473,0.0034992606292618303,-0.01727637785734122,-0.006324498621126917,0.004822788764474425,-0.0003012293796327405,0.012183736944727595,-0.009127992424724781,-0.009791918585503783,0.005052085707605493,0.014716741779916408,0.0029322256951525493,-0.007363469569969622,-0.015576306281511507,0.00022261989100420346,-0.020411479532947124,-0.00013811617940391493,-0.00037496523216874966,0.0009778701608528534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0012,109276,-0.05116622597091716,-0.598712077766702,0.16917529353956876,0.058370699179523,0.05839253162669796,-0.03455684005243624,0.010232629341248663,0.00791135368595152,-0.024193683005166534,0.022635738953748034,0.012436080467066844,0.0014902905408967094,-0.005180353821512642,0.003320859436348895,0.010978980788863956,-0.006853265219801673,-0.006254827604696204,0.0027349079521602603,0.005064287010575567,-0.0003865523651158174,0.01937915798933283,0.026222626003532847,0.03872076431880246,-0.04837080489680463,0.015086848573427281,-0.026908727829535517,-0.03362277793946337,0.016358458217480748,-0.0007056865358007916,0.0429733374752067,0.004119001623022291,0.008764816292146042,-0.09683724251270052,-0.03190093832361161,0.003909818692171268,-0.02129051456969968,-0.0885520756667679,-0.04468378342007593,-0.021169121891675483,-0.005841611477410368,0.028601669702207417,-0.0018923527654012963,-0.007238797438811768,-0.002976063820520586,-0.006770886651013425,-0.0010989876329060256,-0.0038702238399730303,-0.005118587040812851,0.0004481825246764655,-0.00872096085021086,0.042232561026027564,-0.019788883059986415,0.01551528003094912,-0.016084146853035098,-0.02220286845463251,-0.013840298053961702,-0.004839651162326616,0.014117912783442692,-0.01265134068856472,-0.004786211814655972,-0.011024843913681895,-0.04350349001156809,0.025788678896798603,0.03370692405826364,0.027591457185266996,-0.031992698456460744,-0.00874651486013238,-0.012433729087074739,0.008925590089182147,0.03172684730621608,0.0050535323049988225,0.004153985985757128,0.006809529077999021,-0.0009335044596232847,-0.010474821585186145,0.004071802065303344,0.00303371198962542,-0.007892638521127407,-0.002068622032491797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
