sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
SH0078,109343,0.042269430338768545,0.029576619046470735,-0.002146925859585828,-0.01650351497312454,-0.0006481533689800519,0.004584360630427638,0.0016854406914418568,-0.008467589686089728,0.0009495887274657743,0.0075492720764607025,-0.006006275234953775,-0.003192367907313658,0.009677815204125645,0.0011582403236414746,-0.0017470181061695095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0079,109344,0.003659486015201967,-0.14969498122507147,-0.06394345791100747,0.02380753741779826,-0.005199457833889412,0.0275960513151375,-0.02927185068889257,-0.007299935157131864,0.00766359758123966,-0.006756692751536383,-0.00916605263974919,0.0008057580995775138,0.0001951418742538336,0.00018191539538510112,-5.186176665862975e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0080,109345,0.02898562970124616,-0.13019270178631628,-0.01926363655023623,-0.03210181514774288,-0.0008521983566047264,-0.04927837924359926,-0.011888096211170337,-0.009089279374199788,-0.008603145347854444,-0.003086606366024035,0.00220734530310328,-0.0005207275595902622,-0.00021683846045715728,0.0006626102002137639,7.315085137498827e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0081,109346,0.04229341568000241,0.03123133686959677,-0.007035415123843457,-0.017103550686600712,0.0018485264366760324,0.0045236690476942775,-0.0004427419074769239,-0.0015322172806965782,-0.00659974662411885,0.008296696307509554,-0.00930541612535219,0.0028510318520425016,-0.002163056670753611,-0.0024199035038652145,0.0018845865969350363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0082,109347,0.042470251968998736,0.0284217740409235,0.006024775171874253,-0.007881436214756713,-0.010599655943926974,0.0036679424825113733,0.001463466222228042,0.002472817465811715,0.00035163650401125364,-0.009753809540970198,0.0034478123865047065,0.007657809714797801,-0.00028712039221750606,0.002384596944579956,0.0016712426818783336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0083,109348,0.04116056984517389,0.022773935964962643,0.01679804425507054,0.016742113368114975,-0.03651720496125703,-0.009941628251219048,-0.025112947055358548,0.02364579351770201,0.0073678075373456876,-0.0013031457789075367,0.003268378217619331,-0.0027318005258929845,0.001274438473202934,-0.0006192054288840437,0.0011246023944087324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0084,109349,0.029572269407472075,-0.12705564982208692,-0.032208073435256244,-0.0183108542749262,0.003960583796932477,-0.0151005098551606,0.039973698695190164,0.019065327697423414,0.012653682532223527,-5.116169018020205e-05,-0.005472312797426549,0.0002241454976288925,-0.0004378382088136088,-0.0008010609074042357,-0.00020937538798490257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0085,109350,0.04214732138607439,0.024132366080917754,0.016573720635790604,-0.0035804927590573966,-0.009629506537833227,0.0003051788624740941,-0.0016792647386109111,-0.015814702734091905,0.020994260632244258,0.003028964007118677,0.00520336738158427,-0.008227737506195704,-0.003378025932763752,0.0011720125861647143,0.000936006243571345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0086,109351,0.032940503685973274,-0.046629752866869704,0.08120962767813351,0.04294735030716236,0.07521565267801264,-0.0032428722349149572,-0.00830420910445588,0.012975631940200972,-5.5566257734523546e-05,0.00019727418175410205,-0.0020725600665623288,0.0003518384139477696,0.00014602601818168665,-1.2093831311593754e-05,-5.02384946956259e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0087,109352,0.041572835937755986,0.03020176493647836,-0.005961275723921127,0.03457168270215573,-0.00219014467784845,-0.018976428686644255,0.003860179630941963,-0.01680162185553802,-0.0019319523228268941,-3.7390745173315956e-05,0.0013433816197895277,0.004537216731888262,0.005550784478689409,0.00041070973534898086,0.001830469548466792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0089,109354,0.042474283858739574,0.03151624340219426,-0.0040587976250316465,-0.004029852187772819,0.014300915597818249,-0.0016562394306316533,0.0007026864496911232,-0.006489349272456074,0.007935389022187718,1.1845348147362577e-06,0.0030731555532572214,0.008121284709239984,0.0017564430459868277,0.0017471803666395593,-0.0009625043274049641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0090,109355,0.04248735795196493,0.030900204161685364,-0.0026995769848353777,0.001794627498363857,0.009816310155361437,-0.005463468459527099,0.002379033046292408,-0.009282566064074606,0.006471902729248233,0.00489894481787641,0.0009825019929432441,0.0025568319300405145,-0.0055598305188248485,-0.004539126219598669,-0.0004080856754036774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0091,109356,0.03184746244428757,0.13254754922422626,-0.06064583088901575,-0.04231804122124131,0.044294462195729196,0.009296201088660631,-0.00909904842380718,-0.001722153866486369,0.003110112432930734,-0.0020395009429779926,0.0006564616512173186,0.0007363421942566212,-0.0009175454582275015,-3.34635992442661e-06,3.971423330661513e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0092,109357,0.04254043478166245,0.03178596356530795,-0.0035896924374236258,0.00257630373040858,0.0043286678477704905,-0.0001352123078265354,0.003116331870266073,0.006481155476130652,1.623363800387957e-05,-0.003902769647014314,0.003626748885969657,-0.0012016325634073698,-0.003584375654922347,0.004329542731252456,-0.0026490698807424035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0093,109358,0.04229997243017568,0.03088722366705298,-0.006435508042711613,-0.011804268130006007,-0.006124501205161123,0.004026087682545609,0.001470141741394318,0.007324009984183801,-0.012304999309881262,0.001410720005209439,-0.005539529810882088,-0.0025642973663283757,-0.003118255731329667,0.004215942805810107,0.00045262060817010904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0094,109359,0.007067977226761995,-0.1456285486361298,-0.028512551380748985,0.004025104922173235,0.006324622927852363,0.028607997449047424,0.004999195426331479,-0.003101546733272901,-0.010852144512261942,0.009545782819109045,0.01435792529021958,-0.0005340280154281656,-0.00037589580435701915,-0.00010311002807009287,6.876044816680587e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0095,109360,0.042429945843522485,0.028109525144624628,0.008019898419159056,-0.0032174348618720125,-0.01177680072400914,0.002555172440898341,-0.0013107738579298163,-0.001185657887658524,-0.007501620387179112,-0.009459906697904032,0.003087093665765969,0.0010149380946689352,-0.0032604132550075517,-0.004008214717045867,-0.0013406055082826912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0096,109361,0.04231694569313001,0.032534398445954196,-0.003766188473205389,0.010478909194200312,0.007250277760638842,-0.01063664280536825,-0.0070114064606896015,-0.007109310361349582,-0.009515899678840279,-0.0029477538040222104,-0.004592969270068138,-0.008557414003200026,-0.001685823512698612,-0.0010803212711018655,-0.00044465940555091677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0097,109362,0.042115640717891575,0.033561458035967925,-0.012546450104629013,-0.0028822646479808693,-0.007958162583193651,0.015014976826003999,0.010207022505299538,0.014923045575737592,-0.004270124174865412,0.0012386388725403724,-0.0008734923964976424,-0.0013657329582053921,-0.0006562594070430451,0.0007087025095344711,0.0020306517701471813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0098,109363,0.04226722770143214,0.03046750270324118,-0.0009454003830427347,-0.003520728353080284,-0.01463532758491889,0.012002764444323938,0.008911871248282,0.008533225623661192,-0.00241913133533978,-0.008308016270764534,0.002217813795120388,-0.0013017988953563924,0.006205166088034699,-0.0035372502097529212,-0.001279740818754207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0100,109364,0.029776523229103805,-0.06225050950714271,0.12656673265585477,-0.043681291520412016,-0.01645347897103254,0.01773757643106024,0.0037763505785881374,-0.011891931907482282,3.2188518744598507e-06,-0.00265576468278642,-0.002566263515026462,0.0004746525073773399,0.00017419019779501307,0.00021827150288426597,0.0002577948602374033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0101,109365,0.04240054888838936,0.03328744702465823,-0.012662298649039564,0.005916282473802647,0.013766052196636151,-0.004438256345597418,0.004678355555183142,0.004223857731144886,-0.0006790390360228907,0.00066252514108979,0.006035415258403238,-0.004846840438086329,0.00424156878281188,-0.000800186013914369,0.0012129721702005512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH0102,109366,0.04164412709142594,0.023803406188403778,0.012355403780765646,0.002602438947339746,-0.03199134170337297,-0.009254186069705767,-0.020558199814849427,0.012445610645757383,0.0003318214153672704,0.01365109816517238,-0.0003754284074070559,0.005364829475932215,-0.0008906793335698793,-0.00017845786719528572,-0.001795060666017498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
