sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
SH0126,109390,0.25204819187279875,0.013880893234749378,0.060698358451932784,-0.046764555062764473,0.13604616598089003,-0.09512959652294556,0.02782993908712271,0.031060404601766463,-0.02602510799961871,-0.02600162778609536,0.02188323273461363,-0.002833910370954428,-0.010163877853168158,0.0003365328687875734,0.00012481351296577583,-0.0,0.0,0.0,0.0,0.0,0.0
SH0129,109393,-0.35788113549481987,0.4414511606063591,-0.04767201760403406,-0.2499063723903145,-0.3665056368788982,-0.061633511539849056,0.012747006524005263,-0.008985562523247614,0.0016259050916648916,-0.007629523931465777,-0.0043515883618630725,0.005398662101294471,0.0027502994622402555,0.00010524693856842959,0.0001692326121587397,-0.0,0.0,0.0,0.0,0.0,0.0
SH0130,109394,-0.3344824534395553,0.4958209832348901,-0.1957770521428635,-0.0003599703969652236,0.15586570828235677,-0.04190769002939154,-0.09350522940264476,0.025039394600220283,-0.02331596262329378,0.017515943833634175,0.007480572089881621,0.0009204785294833073,-0.007028597477565372,-0.0006212845793309357,-0.0007726190715178591,-0.0,0.0,0.0,0.0,0.0,0.0
SH0131,109395,-0.45537143912102485,0.12953847879047256,0.6779128679233605,0.22868912042462156,-0.002534270627249435,0.010687240663564239,-0.0016158774050701115,0.0005888025998318886,-0.0008100550885438146,0.002041692286543313,0.0011663692943328179,-0.0013614166826986511,-0.0006497956367942934,-6.294379111006489e-05,0.00019163787689307476,-0.0,0.0,0.0,0.0,0.0,0.0
SH0137,109401,-0.3559840383028701,0.4861034823396252,-0.1847301973975136,-0.004691668223687685,0.22463327398988292,0.09440208363830627,0.0781532509403161,-0.013476017148551546,0.0187288189527872,-0.010864890647913746,-0.005320303780176305,-0.004720634490876027,0.005875093042645089,0.0005222129037657063,0.00010202318564867129,-0.0,0.0,0.0,0.0,0.0,0.0
SH0145,109409,-0.1002377591559821,-0.15274758360106547,-0.2012740361305209,0.3296276620607978,-0.05584109119515271,-0.06390470170783902,0.015286491284706591,0.028393419008847853,0.03426502148672982,-0.029533363845983502,0.001486319895737758,0.026367007772075412,-0.0029112291616008434,0.0012048877614542915,-0.0016404795018384545,-0.0,0.0,0.0,0.0,0.0,0.0
SH0146,109410,0.25420045672115976,0.029800740222548538,0.038869924711838526,-0.042312532366889685,0.015098678450108757,0.027918294877930152,0.03641705264708192,-0.017240794374613164,0.0030787631533343903,0.025363480152575252,-0.01809664110839451,0.03312238332501281,-0.015657176653732965,0.01671461904604231,-0.0013763918249871865,-0.0,0.0,0.0,0.0,0.0,0.0
SH0156,109420,-0.32544721472129157,-0.4581348960474911,-0.015068264533710171,-0.1546891261998998,0.036578208503007144,0.035795740541979634,-0.005404340905072085,-0.026906310938252513,-0.08224960683857323,-0.017975789740303276,0.021870118911083918,0.01974253574102101,0.005533794192461153,0.0005124942547760507,-0.0027941646818966897,-0.0,0.0,0.0,0.0,0.0,0.0
SH0158,109422,-0.32763711441081533,-0.45737412483697876,-0.011004779942004465,-0.1642999490951382,0.041587267077276814,0.024342726956133272,-0.014017139482625247,0.05861448411498932,0.013905600683105562,-0.010871908632122595,-0.06437628781585736,-0.008435686424701496,-0.0006115840245084765,-0.0002064369400304224,0.002003700869869128,-0.0,0.0,0.0,0.0,0.0,0.0
SH0164,109428,0.24877710202740655,0.024825572137694332,0.01577789734353384,0.0019194064565377213,-0.012559204595220384,0.02077764395279352,-0.006685948573429052,-0.0037591873187995412,-0.010176505385347695,0.05570154483956892,-0.01290553864684421,0.02028932262672361,0.010933268250756339,-0.005279524857427817,0.0018094057089669206,-0.0,0.0,0.0,0.0,0.0,0.0
SH0166,109430,-0.35297383156783735,-0.4359480034927222,-0.033886595278358904,-0.16074399746164938,0.0404049704141426,-0.014553030480911673,-0.0005878447590013269,-0.033768449505163375,0.0706463682408908,0.02850036868407331,0.04492558235149024,-0.009451816563553246,-0.006228862215747204,-0.0004559088759982146,0.000537059178785109,-0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.3541732094866644,0.30264426780595066,0.145177375890405,0.09808054955196732,0.06124496722659844,0.01578996729923544,0.007603236609126075,0.005152953743386289,0.0038381889707844855,0.002208908475874532,0.00215557153981679,0.0011766005731587872,0.00043273371770008754,0.00020043561079187856,0.00012103349853984805,0.0,0.0,0.0,0.0,0.0,0.0
