sample,analysis_type_uid,PC1,PC2,PC3
A3-A3ah-A3ac-A3m-A3ae,73739,0.33222522997246545,0.08147127793083062,0.0
A7bb,73756,-0.6644504599449306,-1.9187615861779105e-16,0.0
A3,73679,0.33222522997246534,-0.08147127793083105,0.0
proportion_explained,0,0.9803481733329278,0.01965182666707219,0.0
