sample,analysis_type_uid,PC1,PC2,PC3
A3-A3ah-A3ac-A3m-A3ae,73739,0.32414381055144625,-0.23318900216496735,0.0
A7bb,73756,-0.6482876211028927,-6.407245140576172e-17,0.0
A3,73679,0.324143810551446,0.23318900216496746,0.0
proportion_explained,0,0.8528697081513111,0.14713029184868884,0.0
