sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43
C3/C1-C3v-C1q-C1n-C1cq,74118,0.011474406870029038,-0.001136384602315723,-0.000682665452952138,0.007874814706874723,0.04096268470393159,-0.01630461550283156,-0.009666090604828736,0.0019452162497198642,0.006892081986568226,0.00033613398234718544,0.006782961635156473,-0.004299106803817497,-0.007591667980377045,0.002099573148905984,0.0032682981198182363,-0.0003991996353417949,-0.00017466402635640536,-0.0011781195439370834,0.00540518213767175,-0.0030952725327726147,-0.0013104325446869518,-0.00036950527993087845,4.780294398606207e-05,-5.390486475712925e-05,0.0001409825757569819,-0.000617171706692716,0.0006389301251080958,-0.00010218221366124796,0.0005841580163194765,0.000513803754658235,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21-C21u-C3-C21w-C21v,74131,-0.02484898945470878,0.007691814648625023,-0.0039621461702484045,-0.007816960249885504,-0.011003766332037108,-0.0036523577149777903,-0.0016904326934660116,0.0017260009768886985,0.0043978091890328605,0.00017028849975097549,-0.0036198223840917827,-0.0024409464530634763,0.0024308324133249736,0.0017733725920943092,-0.0011423160676551807,0.0019760676920935407,0.0006897085921539165,-0.0009373754438571271,0.0004112912347256425,-0.0012810902255136268,-0.004655953912203168,0.009635622401026125,0.0003125900396406218,0.000530250049160528,-0.00024267479591308984,2.7730265592115782e-05,0.00012200658697277496,7.617199124259248e-06,0.00021340233095767914,-3.898654531799018e-05,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3/C3v/C1-C1q-C1n,73879,0.023042027772953045,-0.0011970082779897695,-0.001421614033066236,0.009460534748989337,0.04999948214994283,-0.020524213255669162,-0.005662337660637425,0.0027789079616726787,0.008508798801497798,0.0002947204139877197,-0.0009347941837786061,-0.0005359847929552375,-0.00071806081397474,-0.0008959115703243803,-0.00041691517706672463,0.0002859704713628726,-0.0010452047813919341,-0.0019096422117157738,0.002256169567769076,-0.0026481612704344275,-0.00076913329648368,-0.0004947090138451562,0.000149676251369989,-9.686287171291837e-05,0.0006090167821171041,-0.0002606520826482667,0.00011154855037501715,-0.00014013320868837907,-0.00027423839877926476,-0.00021896432569114242,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21-C3-C21ag-C21af,74017,-0.023321077898534447,0.004957394572406003,-0.0016153746446024013,-0.008095382531304362,-0.011394304787177338,-0.0033626081452365997,-0.0019332647027547841,0.0018600704278833242,0.004621931753129045,0.00018033793775613666,-0.0035246482626021796,-0.002552330621235842,0.002507981675793787,0.0017500227889778856,-0.001225076217219954,0.002093327887275183,0.0004778693404780909,-0.0005999219062105282,0.00041684788708525923,-0.0005185078360611421,-0.0006846794260093764,-0.001959591585204827,-0.00018056827092203436,-0.001843090310640742,0.0005880767527513109,-0.0014221677556657054,-0.004472706483612044,-0.0004903764302312276,0.002874607283410339,-0.00010594768518786147,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3/C21/C3av-C3at-C3b-C3dp,73890,-0.02338920006097482,0.005129653058402833,-0.0014447989298901852,-0.008628395400314218,-0.01102600299785128,-0.0038633516537592526,-0.0016587134886920226,0.001716366176920932,0.004377835724607816,0.0001560508389698311,-0.0036034754681801163,-0.0023834040142497403,0.002349707511585064,0.0016748179496410673,-0.0011217245001368824,0.0017855566732220176,0.00048191878930840587,-0.0005918892582533433,0.0003132575969797368,-0.0007683660494935953,-0.0014693005780470176,-0.003138468167162867,-0.0005856290856114104,0.006942976657961588,-0.0020463899767310546,-9.724721008609308e-06,0.0005147975364373524,4.2656619517939e-06,0.0005678605053715459,-7.079680231997195e-05,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3/C1n/C3v/C1-C1q-C89-C3az-C1aa,73889,0.03529134695667814,-0.001157118216586157,-0.0020177523411050225,0.011285907304535183,0.06162695781505771,-0.025565122998177182,-0.0006524896603996509,0.003837867464999919,0.011321738700239907,0.0003017456381930348,-0.007967985414826559,0.0018356538325330581,0.008773830716053888,-0.0043055941342181716,-0.0028670305088273782,-0.00048549710816679794,0.0015296307016880598,0.0016862626797792095,-0.001960512934719606,0.004168945520222064,0.0008491098182048016,0.00028273264502583613,-0.00019401419455894746,-0.00018783647043384117,-0.0005313134786783074,-6.60954209871374e-05,4.326082521724527e-05,0.00014867889568894154,-6.288642786952999e-06,6.681860399614328e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3/C1-C1n-C3v-C1q-C3fh,74154,0.002075488924053517,-0.0008928957765739961,-0.0010305020280265433,0.005217876939383879,0.022783129588284948,-0.008132378624591815,-0.009685828232718158,0.0016957001257381994,0.004332409489389901,0.00028615423336525344,0.008755263554298703,-0.0045888143843533305,-0.00831389054809627,0.006295011395652838,0.004631035762440809,0.0002343307766698365,0.0013374843244992824,0.0003096568522593959,-0.009835642473035599,-0.0010877818591266866,-0.0004433937566725421,0.00013860573139175915,-5.956705439966997e-05,0.00036144421105313297,-0.00010960646703837794,0.0013614586065806473,-0.001215739962705448,0.00011272872149288216,-0.0005826572398047513,-0.0005724145072407472,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C42.2/C3-C1b,74155,0.030998991081649368,-0.0017193205806464867,-0.004865968582304533,0.0028007356108139775,-0.0042090687166830495,0.002442712150286114,0.00037809062237102026,0.001511435965430689,0.0038451425457343446,0.00019732694584465396,0.0023151735010262823,-0.0007256752612610849,-0.006181588323750869,0.0021603750070673996,-0.003982175011916474,0.0034934569618644312,-0.007633189670582652,-0.003139111745673465,-0.00011159721660388778,0.006811644821148806,-0.0035938075121823548,-0.0006949804997635939,-0.0011204379368113893,-0.00023281603151203344,0.0002604142794664029,-0.00027230190726416383,0.000179625135569558,-0.0012948071085372654,-0.0002619702724425859,-1.623413963417657e-07,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C1b/C3-C1u-C1bo,74032,0.018749228607843317,-0.0011184094743965757,-0.004135545772246319,0.005399398491391657,0.006561092924990044,0.004545401264686964,-0.001123292379710717,3.481953009476517e-05,-0.0036294580610273363,-0.0001347588084738995,-0.002125888321294566,0.0021674489965666484,0.003627973340294553,0.0003399073046242351,-0.006589712017728067,0.0037575795558291315,-0.007357634567834075,0.009622563619163407,0.0003433762917522234,0.005314810424393643,0.005047885249251841,0.0019126809655399184,-7.646749560015123e-05,0.0005729680280068663,-0.0013275042802321992,0.0009220847983451497,-0.00046942151675648296,0.00017016703221765797,0.0005274953217059417,-1.0792952169434062e-05,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21-C21am-C3,74165,-0.023343329287276504,0.005006473019633907,-0.0015655109083691893,-0.00823750751022933,-0.011299873740306342,-0.0035033424769325356,-0.001854720988563373,0.0018198540064899092,0.0045528256179099644,0.0001779719784171723,-0.003545433300196932,-0.0025069758097988316,0.0024668683510306313,0.0017306450642071286,-0.0011975094430881365,0.002025631415849534,0.00048525679347520464,-0.0005949158882949663,0.0003911342905771336,-0.0005719599279563226,-0.0008411002399665984,-0.0021178066639902645,-0.00022666073119022802,-0.0023824622837637713,0.0008414962835260161,0.004763451072125334,0.0027745986433493617,-0.00014321009341473562,0.0016244378379375753,-9.639011054213346e-05,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
