sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43
C3/C1-C3v-C1q-C1n-C1cq,74118,-0.039376139498467466,0.47972415801441515,-0.10202788726096225,-0.019161025614177762,0.09842543454493122,-0.01109791049361362,0.013058931161742402,-0.016332606294993078,-0.1100011117181388,-2.010545698579752e-16,-5.216610301880519e-15,0.05447558550368659,0.11790011882663134,0.03307876312173175,0.01891398110740289,0.015407276330135791,-0.024120846169702226,0.0005753265276457453,0.013884008695600284,-0.007705195290109346,0.008060911913613493,-0.05080125213549104,-0.029384538224557645,0.025544639280423023,-0.005885762151607833,-0.003547633530862203,0.0068801092257880295,0.0684069746855768,-0.021297903441673302,-0.017115820292658734,0.02590002826359056,-0.0033985479185774004,0.0017652744816726192,-0.014713551234689941,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21,74000,0.546621629038075,-0.17920988150347464,0.2935435705102782,-0.045048462827529154,-0.022385572197881804,0.07949380882869005,-0.05170848765632585,-0.03535640033130778,-0.03965183558231517,-1.6016957285834344e-16,-1.8077331739198468e-15,0.01959301100749188,0.0173437052133909,0.023272072360845403,-0.03750588367881222,0.11603317275651392,-0.07536648557426799,-0.011718560472948173,0.0002181423105841151,-0.0002759237847399258,-0.006471469236805188,-0.03569173145517179,0.07391690655050318,0.07529061471947339,-0.021082588597359946,0.052825745724198285,0.014748113018498255,0.00691961117954891,-0.01934402150937653,0.005551225375824428,-0.023532222581870176,-0.00020193134814917616,0.00843062806371021,0.006537179057809223,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21-C21u-C3-C21w-C21v,74131,0.5058377524012364,-0.055931006603246236,0.2849636264690348,-0.06265176028019331,-0.07621389688372449,0.07809182960048865,-0.027921490753100874,-0.004238025249495042,-0.04185944328031971,-2.911296190378595e-16,-2.1386130727464438e-15,0.00543136872412633,-0.03246834820498046,-0.04937468152962964,0.004582437288509925,0.04813017454196419,0.004973141796527015,0.0025094777946491568,-0.004222205283939754,0.0024012708990658075,0.002611916468412409,0.02376437899872254,-0.04010925170281513,-0.035556499070339885,0.005315901791146241,-0.046818514476919676,-0.14482187138124958,0.016959224065350605,-0.010037473296981472,0.0005033027669506359,-0.008423975858711394,0.0007667959188174136,0.0013783565242599988,0.00284812278537388,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3/C3v/C1-C1q-C1n,73879,-0.10851888892158702,0.4102515004669997,-0.07308313391597353,-0.028116918060523355,0.0718515702854061,0.003819787964357242,0.026430807489551924,0.008810540341291612,-0.22157492503810716,-2.5880746755968504e-16,-1.057303721124529e-14,0.07957322371239754,0.09884947000952997,0.01421619196787407,-0.022740338099643185,0.02177796154252507,0.0022416159769047188,0.0012290896297669617,-0.010596148819183505,0.007614255001591348,-0.011661369440261936,0.03772301285166413,0.021316149073361663,-0.0031617677147520334,-0.031018618004901077,-0.0018512051724323382,0.0066701211129867885,0.02413044005486679,-0.05754592558318348,0.0005613651218599901,0.007889379801522661,-0.007114796627882974,-0.008361291135405553,0.011751004653274739,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21-C3-C21ag-C21af,74017,0.5115958116559153,-0.05724686146457214,0.2926385430008446,-0.06454463303845817,-0.0789875207147027,0.08288858963063446,-0.030813995087175396,-0.00558990431175589,-0.045658945548654635,-6.110433272756304e-17,-2.1880368282769145e-15,0.006832968477910807,-0.033127490314376895,-0.051516648773148675,0.0010106028544077938,0.06437522560159588,-0.005617776476065906,3.580132317663637e-05,-0.005028328693934141,0.0027216875232689954,0.0009528413653946479,0.016697318111061676,0.002627437674548768,0.0036983354801123657,-0.015918639154733093,0.07074855785635163,0.02329274913076832,-0.008995517594920769,0.010265281348820413,0.012564283323894306,0.038290694115709414,0.05812330188317115,0.008497624129387043,-1.90532735895019e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3/C21/C3av-C3at-C3b-C3dp,73890,0.37776807762561765,0.3357212949540335,0.09708821028898099,-0.029816897681026827,0.06891083109601,-0.035266870779443474,0.018534862787109828,-0.01462769044966743,0.14048650024146037,2.8050327234805427e-16,6.556448483191297e-15,-0.029965921761460602,0.05768872395371047,0.07024052809436404,0.0691647988018001,-0.08232198071768886,0.029083228415455412,-0.00016570694356223846,0.06565143100813285,-0.021696502737728756,0.03058949682076871,-0.09791381863469491,-0.029176255161330385,-0.005671958190478137,0.03367138209046466,0.012473732069965635,-0.0025301696163012788,-0.022139511084088504,-0.004945790664270829,-0.03834322967146661,0.038894702056885666,-0.004005368412000677,-0.0010297114848684924,0.023599783765893962,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3/C1n/C3v/C1-C1q-C89-C3az-C1aa,73889,-0.02569466686548698,0.3522455538068372,-0.144890976196956,-0.008853911994161254,0.03304103358170704,0.007593837575660721,0.015277514716740239,0.03064990815990201,-0.3658414692410063,-7.138573342799008e-16,-1.7346165198174875e-14,0.1346690822590668,0.1559596073748001,-0.09696308385771521,-0.09163252093268455,-0.00018095867090457923,0.029389095889555062,0.004295997529384694,-0.07421737392111448,-0.007698490492782366,0.017727086406298907,0.07132627098643904,0.019106198187042237,-0.008813137387996084,0.03550206299664919,0.0030027328189989513,-0.0020014933524126516,-0.0069699781840378925,0.04649076632623797,0.0010553312185194205,-0.009558072285693019,0.006222949749259051,0.0049569764306985654,0.003305487949333241,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3/C1-C1n-C3v-C1q-C3fh,74154,-0.06815960029795191,0.4555231726886565,-0.07161581911115132,-0.02492112139438621,0.0930093452889904,-0.008521925221011487,0.01640816092082962,-0.01609858478008114,-0.05633030771484816,2.807733596848901e-17,-2.647928650692596e-15,0.0298850370882114,0.08378960252188718,0.06330305616437175,0.060248894942812936,0.008842528441436905,-0.027832661393024236,-0.0019121248047418468,0.061960394530533765,-0.001675001880287567,-0.005016879131858247,-0.09688633456134421,-0.04408721715513391,0.020201560420361687,-0.027234748818138473,-0.001209030710948222,-0.013154472149246314,-0.10640887376197355,0.01987618380918931,0.022479215728185262,-0.03150836014730275,0.00512710823550142,4.540396422929995e-06,-0.005278831363701799,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C42.2/C3-C1b,74155,-0.3093274648167967,0.05287646453078068,0.01779114645674399,-0.2869744519067894,-0.030236400494841446,0.0312010860530506,0.031976797613706934,0.03857420614983309,0.051400537841815634,3.4357828425403737e-16,2.5142896974668557e-15,-0.05256115969711106,0.01750344766531001,-0.08105501815458449,0.011640147485497725,-0.02009263543084939,0.04641086201211433,-0.008989755090059368,0.030597813627075313,0.008195414444153894,-0.023050533271440018,-0.013633708823968345,0.04825703092149313,-0.05545675292432064,0.051790762870577954,0.014143582537798408,-0.00020117299069955134,0.0027592440398212384,0.014379637427613907,-0.02772233243451853,-0.010409145085528702,0.0008095976413776515,0.013525953332230755,0.0010376892797313464,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21ai/C21,74028,0.44973410241810974,-0.17593799890511566,0.1581272925369521,0.0018632266447755504,0.0448757220058155,-0.01293927116078149,-0.00917285612209375,-0.025056141616359117,0.024158664390395535,7.001191158725589e-17,1.2204993486970459e-15,0.011780225287310526,0.11291998575137642,0.22997711509049584,-0.10252555277028952,-0.38048694584973447,0.0755477665250473,0.008628523834096105,-0.03765699435335142,0.027292282571930494,-0.008487906002078296,0.06687661542437609,0.008486365911500758,-0.01124994383944558,-0.010152866499327293,0.00955120322855247,0.0027891295369216022,0.004092102135765432,0.0026731333112195678,0.00958008167187068,-0.0070426884997766385,0.0013853670176976883,-0.00025747242205951203,-0.004131497588468337,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
