sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43
C21/C3,74193,-0.02303259355889212,-0.008414129010612515,-0.002742444836618439,0.013154219033692759,0.0012055685024093853,-0.005554373491074472,0.005846366948258834,-0.0010159692567587248,0.00019697143586653364,0.0017213409272899746,-0.005621752636067118,-0.000938090061384756,0.0016426743175926581,-0.0018119242263923455,0.0027900108339272986,-0.003045677874236408,-0.0010823444888689879,-0.0012291141751590256,0.0021396293276564797,-0.0010202147138200174,-0.0016754381821680385,-0.0013043103018086674,0.00043212782090294884,-0.0014106719586160505,0.0035569771898641307,-8.40523813687984e-05,0.0005531894092452904,-0.0044155563302511495,-0.0007315158729673877,-0.00018408815285614094,0.00035949433183122886,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C42.2/C1-C1b-C3-C1au,74074,0.03768041646889096,0.010931360852483965,-0.0053355909089167226,0.007322103591717151,-0.004583253286168849,0.0020877943254872444,0.003657229366552153,0.010610233246270948,6.9150740726775375e-06,0.00034010427756496145,0.00019145093917676228,-0.0017406651315170782,-0.0009305517114163046,0.0006383384537305834,0.0009569613100687874,-0.0009579850943532409,0.0022179709857565186,-5.649940321572744e-05,0.0004265226674121528,-0.000975813151199914,0.002165294181232309,-0.0009918777186069627,0.0010000995148220992,-0.0002504504851698485,-0.001113549792606174,0.005559117017587442,0.0032562044261874507,-0.0008773077318931776,-0.0002590390136530789,-1.8433588332616824e-05,3.638077150375956e-05,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1d/C1/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p,74082,0.04837688261133541,0.012301172949221197,-0.005059915197125982,0.00044002467473604163,-0.0021657915243449176,0.008442736244836338,-0.0010610884598233768,0.040542375463640944,0.00014328842067794006,0.0014768853943830762,0.00219928511285913,-0.0055580180200069055,-0.003232124317765279,0.0010156027718916283,0.0002723665275936693,0.0040860163237322064,-0.011660751366741226,0.0009478391347606398,0.0010980155547049265,-0.004259568350560527,0.005684941448366997,-0.0019600845083623465,0.0024341534048216797,-0.0005799283904083881,-0.0017945143613343453,0.0006443804667953712,0.0014841203860531025,4.313052527759428e-05,3.667597044459992e-05,2.4317935950217876e-05,3.3293914160362597e-05,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C42a/C42.2/C1/C1b/C1j/C3-C1au,74092,0.052133189983484096,0.013446752605137918,-0.005864095925860636,0.006782337942223649,-0.003747279950400547,0.00588071667172865,0.00040525588518563197,0.0264229424663716,0.00013339218402487414,0.001635132642489759,-0.00016060789777912524,-0.0005026856249970922,0.004904973347055265,0.0006640172047983901,-0.003734982074377977,-0.006657095216161613,0.021928659015746196,-0.0010887864232791413,-0.000990389762097755,0.0014986716959453853,-0.0021293609891597804,0.0013840376722694197,0.0006456049559240193,-0.0001443364044083931,-0.0007257601273284462,-0.0003122182752186303,0.0004114740584361067,0.00012586627289187994,-0.00042102261013474124,9.491908844474406e-06,-0.00017670689025877284,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C50c/C50a/C3/C1-C50f-C3b-C50u,74608,-0.02631480610304313,-0.038269788749646594,0.06305552840821323,0.004436052477896109,-0.014948160824000887,0.0004802245717449126,0.002259821679230722,-0.0044328748628313834,0.000276125748783423,0.03311619806810941,0.029768167294632015,-0.01212272349604913,0.006323420423099897,-0.003252510651892663,-0.0004192918635100622,-0.004252567038479966,-0.0008477188711828692,-0.0014968457140662726,0.0008503894847535809,-0.0009837195220548296,-0.00016889469646660547,0.00013353041807545287,0.0005852459163817202,3.116592419411478e-05,0.00043795029910177004,-6.97449885764827e-05,-0.00024725662110819754,-0.00016932343871327985,2.1893509934003784e-05,5.057353665277205e-06,3.375709545325165e-06,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3k/C50a/C3-C3ba-C1-C50y-C3dq-C50f,74609,-0.028997193052523268,-0.05707807683366674,0.1083711232072675,-0.0007749549773474917,-0.03080301674780473,0.001987515224246777,0.011701002301440458,0.0038805199140247715,-0.0011628421648586867,-0.030727422818115736,0.002305436886266496,0.0010142551870995491,0.012025036702894308,-0.007543416537680218,0.008261666274652342,0.0012750795399105108,-0.0002530689663318268,0.00016076073324086782,-0.0003105815514195873,0.0011478887710461851,-0.00024175918677990263,-0.0008240414607361001,0.0006848326733358266,-0.00038915351243163564,0.0002784523512630571,9.71684414785782e-06,7.976603640853455e-05,-0.00013930906739034363,-2.289183865485059e-05,4.9109101967202084e-05,5.992947040558855e-06,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1-C1b-C1c-C42.2-C1br-C1bh-C1cb-C3,74610,0.03321987125719341,0.009353689708652024,-0.0035355121006952575,-0.003329006999305312,-0.003082182086227265,0.011526354757640682,-0.007535933720412976,0.0007117740500706576,0.00026663674266837125,0.0029677754827534633,-0.004974484284648935,0.007634662902982351,0.011782685198069413,0.00020104812811666312,-0.004650434916834719,-0.0001061014890326074,0.00037246419621596153,-0.0010708148613059294,-0.000287452626529468,0.0020571787457103435,0.004939846292546108,-0.007896241464240233,-0.006659978603557733,0.0043739149762292324,0.005276397871137499,0.002120407239965741,-0.0036413332511105183,0.0005657803519296523,0.0010804219220629857,-3.246603469131691e-05,0.0001202930015315725,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C1c-C1b-C1al-C42.2,74554,0.03436868260680315,0.009530851771770687,-0.003496888428105126,-0.003387665477450075,-0.003076322827938395,0.011964021951016734,-0.008533199463260545,-0.0038051122984091635,0.00028641410632476814,0.0033795471062462914,-0.00601315947130386,0.010606388478940014,0.01493362324484961,-0.00024137139448678568,-0.005917572996303902,4.398401511859135e-05,-0.0025117774847023193,0.0007293827696939394,8.706031205253633e-05,-0.0011647821774782776,0.002171752173913088,-0.00037201502909895226,0.0007650506262694603,-0.0016206230705998657,-0.0028883374924879497,-0.00797940625086754,0.0022767299789040493,-0.0005348996119762397,-0.003644633496038236,-5.833444999783281e-05,5.7968684466211714e-05,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15/C1,74191,-0.05791344765127344,0.10124706995314245,-0.010568598425992587,-0.01540229625041833,-0.018403461240252685,0.019162219852365252,0.005711857716451459,-0.000804380245545391,-0.0003981640860498985,-0.002463772160621446,0.0036443022823445933,0.0046363645019611545,-0.0036216444362102895,-0.0012199685107282786,0.003774067877444551,-0.0025321778057042885,0.0008671316466152483,0.00197755478014391,0.0007163081988004759,-0.0037870008134792844,0.0008138822836365128,0.0032723505615277187,-0.0036199201991280014,0.0015910686101362407,-0.0010440317564869754,8.309330295546056e-05,-0.00018742292811044448,0.0004060090717809117,-3.626727963607475e-05,-9.459917618029792e-05,-8.870853120588468e-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1/C93a,74199,-0.029801270923688495,0.0677982755587651,-0.00834357962333394,-0.014188510141884943,-0.014731583394053178,0.01776654900813742,0.004972473117966001,-0.0030388792405828522,-0.00036201989344697617,-0.0022252157370660523,0.0026968492982547597,0.004432382891722378,-0.007684070860419209,0.0016737822712970542,0.0021863725594967786,-0.00048281517329873316,0.0011706875506599722,0.0012936130268025078,-0.0009286784431091558,0.0026871673177935726,-0.00011442185819318696,-0.0031504907233558697,0.005617248417209016,-0.0024940854085455195,0.0013456198091722589,2.9854079075009673e-06,-0.0012085210986408652,-6.24656368139043e-05,0.00046660932527702997,-2.244380680518464e-05,-0.00012523076885184994,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,73852,0.022845904384156675,0.007928317873267894,-0.004214419316754779,0.0026006786791133167,-0.00404658735626544,0.0009491292053829816,0.0040832835337163715,-0.007267952497309436,-6.830466328958053e-05,-0.0004330572963463247,-0.0014747898355261214,0.0030936844976448582,0.002589875012103504,-0.0007093199365873141,0.000614338453387596,-0.0024066150736369646,0.0006166247173609426,0.001044319799611673,0.0017566352745637885,-0.0043903862973982705,0.0020862836604809087,0.000969273263684318,0.002474791800368675,-0.0017524228922778883,0.0002884111833867741,-0.000557633616802847,-0.0023012088951525154,0.0004163285006145633,0.0016603441891913403,8.561372410601465e-05,-0.0003830992167424928,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21,74000,-0.023043389729040298,-0.008432316688854545,-0.002729586353505303,0.013162285934544703,0.0012058210239293112,-0.005577050562144907,0.0058142694249794504,-0.0010054149569299535,0.0001929758446413675,0.0017230082221660723,-0.005634396583541109,-0.0009283996557235499,0.001626285249489868,-0.0018034620491391008,0.002772859669164794,-0.0030825804632724917,-0.001087890744848093,-0.001201103129393263,0.0021564010973038642,-0.0010434685184679867,-0.001679208171896921,-0.001302084253864245,0.0004335941676387555,-0.0014073053948715133,0.003556056090021446,-9.002378882659065e-05,0.0005396276373696342,-0.004401666043588295,-0.0007220331518412134,-0.0001823796834232778,0.00031301402904664543,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21ai/C21,74028,-0.023342363265591165,-0.0137319614788223,0.00016713461222501717,0.0109874815487975,0.01068151937889294,-0.007955165751208948,-0.01336516216706983,-0.0026611202577066714,0.0004903261484347808,-0.0032533370957532988,-0.006313608987897311,-0.02117663546245304,0.00390806709564453,-0.0004657590134069111,-0.0039360205112259315,-0.0023763082282974414,0.00034340064492115635,0.018916813800125054,-0.0028165239885773294,0.0021353120723844594,0.0007019008393276806,-0.0002485013594840891,0.0003577516929199544,0.0006530605189037839,-0.00027503513850323224,7.467429648284828e-05,-0.0003444092736354347,0.0002622956093838634,-0.000124090928953779,4.1438418679838756e-05,1.87855581052361e-05,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17d/C31-C21-C17f-C17e-C21ac,73910,-0.050495589102431876,-0.10190417797769646,-0.09068600292416942,-0.0037666213777401607,-0.025647936513775203,0.004849621461779578,0.004499338816897981,-0.00021057848976855612,5.401763061637084e-06,0.0007439853452997925,-0.000637869901176149,-7.744754179638517e-05,0.006333917703077537,0.020130207195762334,0.01142096609813665,-0.0014007346034399489,-0.00013255051245890888,0.0006180347238888454,-0.0005333109908565144,-0.002534400852355597,-0.0014929510364513439,0.00020856598746379118,0.0025433602309565336,0.0027291250660744183,0.0008768223661104017,-0.0001444334580518558,-0.001423837501408707,0.000781190688473493,-0.0006444303579051865,1.6653766135620576e-05,0.00016777658697734747,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
